Name,dipole_Boltzmann_Debye,dipole_moment_Boltzmann_average,dipole_moment_Boltzmann_std,dipole_moment_Boltzmann_skewness,dipole_moment_mean,dipole_moment_std,dipole_moment_skewness
O6,12.401420276251775,4.879095030050909,0.0843183842536691,-2.25949120541647,4.4242797328,0.4700125924745546,-0.1870439709996427
2-2-Z2,10.504211537246842,4.132675545568614,0.0255586736785893,0.5081122799914896,4.1408408253,0.0313883768122329,0.7748681783697967
2-2-Z1,10.447944497009788,4.110538384641813,0.0332562462729809,-0.3635121261868008,4.0925074238,0.0334449214601112,0.1834719591774098
2-2-Z0,10.004123832542588,3.9359258684945657,0.0205844743091161,0.2018837737237225,3.938859810700001,0.0226757086861594,0.3835225987241454
1-2-Z2,9.714180161509631,3.8218532306177058,0.0564710582489908,0.039447231733065,3.82499656,0.0548555055171834,-0.0782618984255586
1-2-Z1,9.73991779110012,3.831979195049435,0.0390402662660794,-0.0051125805361031,3.8313677564,0.042452891377097,-0.2450319915487627
SCUT1a,10.825393684464078,4.259038347838092,0.028681155482613,0.8603632175570018,4.2496128505,0.0239548330067914,1.4871639031535715
SCUT1b,10.942552042285852,4.305132000713625,0.0421109841372673,-1.4940072440711123,4.2761528521,0.0554762749738888,-0.3880927092015979
SCUT7a,11.741614907850536,4.619507577803029,0.0481338490937218,-1.4745616654787894,4.58725409,0.0631584306838259,-0.3079027180171951
SCUT22b,9.619573627718976,3.7846321496006974,0.2963292091303777,1.0121324938055134,3.9375997035,0.3339999845380901,0.0060889226995308
SCUT22c,10.42205325042906,4.10035198262496,0.3008875315099381,-1.095966691628533,4.1795418717,0.308422932219912,-1.324713030623187
SCUT22d,9.333889622881555,3.67223539365521,0.1537809036199185,3.5881943027750776,3.7551051667,0.2814957322234233,1.4450421817268575
SCUT23a,9.73719136747848,3.830906537269452,0.2577651247534612,1.6756086482924368,4.061120251899999,0.3479455041640172,0.0302629189442518
